X,Y,id,@id,addr:city,addr:housenumber,addr:postcode,addr:street,building,building:levels,name,type,name:zh,tourism,name:hi,shop,source,website,wheelchair,opening_hours,operator,smoking,artwork_type,wikidata,alt_name,amenity,aeroway,area,building:min_level,description,phone,email,name:en,landuse,elevation,internet_access,layer,level,network,platforms,public_transport,railway,ref,train,wikipedia,building_1,addr:place,height,addr:country,addr:district,addr:state,atm,brand:wikidata,brand:wikipedia,drive_through,fax,natural,water,brand,short_name
72.83372438,18.9275178,way/379331886,way/379331886,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.8336337,18.9271833,way/379331887,way/379331887,Mumbai,,400001,Shahid Bhagat Singh Road,commercial,,K. R. Cama Technical Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.8333411,18.9273345,way/379331888,way/379331888,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.8988478,19.08735795,way/379332323,way/379332323,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.89897953,19.08730595,way/379332324,way/379332324,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.83282985,18.92811335,way/379338961,way/379338961,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.97827915,19.2220438,way/379339104,way/379339104,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.83269289,18.92772587,way/379339275,way/379339275,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.88188798,19.08296915,way/379348444,way/379348444,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.88450605,19.0839035,way/379349174,way/379349174,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.9777551,19.21268565,way/379349199,way/379349199,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.87420715,19.0645389,way/380564308,way/380564308,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.82810969,19.00046335,way/380707978,way/380707978,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.8501419,19.0608158,way/380708161,way/380708161,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.8303802,19.0139443,way/380714744,way/380714744,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.8304629,19.0137036,way/380714745,way/380714745,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.83682732,19.1091802,way/380722829,way/380722829,Mumabi,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.8368448,19.10940175,way/380722830,way/380722830,Mumabi,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.8413635,19.01804145,way/380722893,way/380722893,,,,,commercial,5,VIJAY NAGAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.8360915,19.10868295,way/380722956,way/380722956,Mumabi,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.84030131,19.0170628,way/380723370,way/380723370,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.82192107,19.04743496,way/380723787,way/380723787,,,,,commercial,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.8336852,19.0109398,way/380725593,way/380725593,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.81238066,19.17753414,way/380725721,way/380725721,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.82708752,19.09796915,way/380915390,way/380915390,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.93143887,19.11437305,way/380917855,way/380917855,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.8668294,19.112935,way/380929728,way/380929728,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.92560146,19.12827015,way/380930434,way/380930434,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.92593138,19.12821105,way/380930435,way/380930435,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.925744,19.1267287,way/380930857,way/380930857,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.81806184,19.01041264,way/381174360,way/381174360,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.8512986,18.9941269,way/381419179,way/381419179,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.84313935,18.9866044,way/381419477,way/381419477,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.8433287,18.9867648,way/381419628,way/381419628,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.83779494,18.99737663,way/381435133,way/381435133,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73.1068933,18.989912,way/385106910,way/385106910,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73.10666663,18.98977375,way/385106911,way/385106911,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73.10976405,18.99186255,way/385107010,way/385107010,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73.10960865,18.99184035,way/385107011,way/385107011,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73.0229988,19.08953555,way/385110175,way/385110175,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73.10762077,18.9990277,way/385201454,way/385201454,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73.13058455,18.96672715,way/385224017,way/385224017,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73.13045075,18.9663338,way/385224018,way/385224018,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73.1301699,18.9665085,way/385224019,way/385224019,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73.12975608,18.9662642,way/385224020,way/385224020,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73.1307863,18.9663242,way/385224021,way/385224021,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73.13073045,18.96605645,way/385224022,way/385224022,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73.13113532,18.96631355,way/385224023,way/385224023,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73.13113773,18.96598005,way/385224024,way/385224024,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73.13200607,18.96658916,way/385224662,way/385224662,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73.0256027,19.046766,way/385225372,way/385225372,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73.10828444,18.98305795,way/385237143,way/385237143,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73.02026539,19.0400178,way/385362365,way/385362365,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73.06223954,19.03995725,way/385400737,way/385400737,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.97359285,19.19153395,way/385793328,way/385793328,Thane,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.97374755,19.19151745,way/385793329,way/385793329,Thane,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.97348808,19.19142505,way/385793330,way/385793330,Thane,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.958075,19.1923171,way/385793988,way/385793988,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.95998167,19.190083,way/385795075,way/385795075,Thane,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.96014935,19.19005675,way/385795076,way/385795076,Thane,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73.1319199,19.0682866,way/385795927,way/385795927,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73.13160604,19.0680412,way/385795928,way/385795928,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73.14021635,19.0736998,way/385799120,way/385799120,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.95202607,19.18652946,way/385800141,way/385800141,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73.0011074,19.06506541,way/385800901,way/385800901,,,,,commercial,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.99956681,19.06481148,way/385808725,way/385808725,,,,,commercial,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.8227899,18.949897,way/387334945,way/387334945,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.82273235,18.949815,way/387334946,way/387334946,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.82265733,18.94974485,way/387334947,way/387334947,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.83266758,18.92910448,way/397912787,way/397912787,Mumbai,39,400001,Dalal Street,commercial,4,Examiner Press Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.84541343,19.0575373,way/401472423,way/401472423,Mumbai,1,400051,"Kher Nagar, Bandra East",commercial,1,Suraj Auto Gas,,,,,,,,,,,,,,,,,,,RTO Authorized CNG and LPG Fitment Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.8253119,18.9228595,way/402641423,way/402641423,Mumbai,,,Rajendra Venkateshwara Rao Marg,commercial,,Post Office,,,,,,,,,,,,,,,post_office,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.8203598,18.99411766,way/402645524,way/402645524,Mumbai,1/136,400018,Dr E Moses Road,commercial,,Four Seasons Hotel,,,hotel,,,,,,,Four Seasons Hotels Limited,outside,,,,,,,,,,,,,,,,,,,,,,,,,Worli,,,,,,,,,,,,,
73.01412279,19.12661115,way/404928053,way/404928053,,,,,commercial,,TC-22 A Block,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,8,,,,,,,,,,,,
72.83600982,18.93032203,way/407952105,way/407952105,Mumbai,,400001,Shahid Bhagat Singh Marg,commercial,,Old Customs House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73.11568564,18.99340244,way/416078651,way/416078651,Navi Mumbai,,410206,,commercial,,Orion Mall,,,,,mall,,,yes,Mo-Su 08:30-23:00,,,,,,,,,,,,,,,,,,,,,,,,,,,New Panvel,,IN,Raigadh,Maharashtra,,,,,,,,,
73.11769492,18.9872892,way/416078713,way/416078713,,,,,commercial,,IIFL Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.83712725,19.0624042,way/480881520,way/480881520,"Bandra, Mumbai","288, Shiv Sadan",400050,Swami Vivekanand Road,commercial,,Indian Bank,,,,,,,https://www.indianbank.in/,,,,,,,,bank,,,,,9.12226E+11,,Indian Bank,,,,,,,,,,,,,,,,,,,yes,Q2003789,en:Indian Bank,no,9.12226E+11,,,,
72.8334956,19.00683044,way/507482659,way/507482659,,,,,commercial,,Indiabulls Tower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.81512687,18.95629216,way/522779280,way/522779280,,,,,commercial,,Opera House Excise Station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.84266031,19.03895378,way/547851165,way/547851165,Mumbai,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.85772664,19.22794589,way/548110111,way/548110111,,,,,commercial,12,Paras Business Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.85105333,19.23866745,way/560013205,way/560013205,Mumbai,,,,commercial,,Borivali Recieving Station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73.0731815,19.0443359,way/584419401,way/584419401,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.86410227,19.11845155,way/628780659,way/628780659,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.83603327,18.93432213,way/643084645,way/643084645,Mumbai,,400001,Sir Pheroze Shah Mehta Road,commercial,,Great Social Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.8626941,19.10822006,way/652190242,way/652190242,Mumbai,plot no. 55 tarun bharat,400099,Dr Karanjia Road,commercial,4,Rane Engineers and Surveyors,,,,,,,www.raneengineers.com,yes,,,outside,,,,,,,,,+91 9819609937,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,
73.01630605,19.0154611,way/654402980,way/654402980,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.94086364,19.16356526,way/665691496,way/665691496,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.93754179,19.14719083,way/666020859,way/666020859,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.84243416,19.01921014,way/675133639,way/675133639,,,,,commercial,,Bismillah BUILDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.8422135,19.01888997,way/675133640,way/675133640,,,,,commercial,3,Vasant Niwas Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,
72.84063426,19.02035385,way/675133647,way/675133647,,,,,commercial,,Jawale Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.84231971,19.01973349,way/675133648,way/675133648,,,,,commercial,2,Ganga Niwas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.84259352,19.01956439,way/675133649,way/675133649,,,,,commercial,2,Vasant Niwas Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73.07961076,19.04656608,way/686895595,way/686895595,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,water,reservoir,,
72.854795,19.0953464,way/706495639,way/706495639,Mumabi,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.88587718,19.1621157,way/707990080,way/707990080,Mumbai,,400065,Film City Road,commercial,,YouTube Space Mumbai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.95464988,19.17291578,way/725293623,way/725293623,,,,,commercial,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.9913013,19.14316594,way/727738846,way/727738846,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.829405,19.06132183,node/2068377754,node/2068377754,,,,,commercial,,HDFC Bank,,,,,,,https://www.hdfcbank.com,,,,,,,,bank,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Q631047,en:HDFC Bank,,,,,HDFC,HDFC
72.9709015,19.26473103,node/2902088133,node/2902088133,,,,,commercial,,Kris corner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.9703881,19.25961703,node/2902095398,node/2902095398,,,,,commercial,,Coral Squre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73.0625254,19.02872523,node/3009829866,node/3009829866,Navi Mumbai,,,"Sector 3, Kharghar",commercial,,Seimens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.9081774,19.11078803,node/3608958020,node/3608958020,,,,,commercial,,Supreme Business Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.8615534,19.21855393,node/3669555545,node/3669555545,Mumbai,"Building 'B', CTS no 68/E, Plot no -134(1)",400066,"Dattapada Road, Borivali East",commercial,3,E-Billing Solutions Pvt Ltd,,,,,,,,,,,isolated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
